term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.1171,238.15,0.1269,RENT,credit card,Not Verified,Charged Off,36.0,0.1171,1
 60 months,0.1427,299.63,0.1675,RENT,credit card,Verified,Fully Paid,60.0,0.1427,0
 36 months,0.1427,343.09,0.2005,MORTGAGE,credit card,Verified,Charged Off,36.0,0.1427,1
 60 months,0.1427,491.58,0.0876,MORTGAGE,credit card,Verified,Fully Paid,60.0,0.1427,0
 36 months,0.089,571.56,0.1776,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.089,0
 36 months,0.1596,983.85,0.0908,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.1596,0
 36 months,0.1465,344.95,0.096,RENT,credit card,Not Verified,Fully Paid,36.0,0.1465,0
 36 months,0.079,375.49,0.1283,RENT,credit card,Not Verified,Fully Paid,36.0,0.079,0
 36 months,0.1427,205.86,0.1568,RENT,credit card,Not Verified,Charged Off,36.0,0.1427,1
 36 months,0.1758,720.64,0.2484,RENT,credit card,Verified,Fully Paid,36.0,0.1758,0
 36 months,0.1727,300.62,0.1507,RENT,credit card,Source Verified,Fully Paid,36.0,0.1727,0
 60 months,0.2391,715.75,0.1774,RENT,credit card,Verified,Fully Paid,60.0,0.2391,0
 60 months,0.1427,280.91,0.0651,RENT,credit card,Source Verified,Fully Paid,60.0,0.1427,0
 36 months,0.1242,400.99,0.2149,RENT,credit card,Not Verified,Fully Paid,36.0,0.1242,0
 36 months,0.0662,307.04,0.1342,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.0662,0
 60 months,0.1242,393.01,0.167,RENT,credit card,Not Verified,Fully Paid,60.0,0.1242,0
 36 months,0.1427,424.58,0.2303,RENT,credit card,Not Verified,Fully Paid,36.0,0.1427,0
 60 months,0.1269,451.9,0.2767,RENT,credit card,Verified,Fully Paid,60.0,0.1269,0
 36 months,0.1427,1200.82,0.1934,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1427,0
 36 months,0.0751,217.78,0.2686,RENT,credit card,Not Verified,Fully Paid,36.0,0.0751,0
 60 months,0.1677,370.94,0.1569,RENT,credit card,Not Verified,Current,60.0,0.1677,0
 36 months,0.079,876.13,0.1464,RENT,credit card,Verified,Fully Paid,36.0,0.079,0
 36 months,0.1242,481.18,0.2068,OWN,credit card,Not Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1349,407.17,0.1767,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1349,0
 60 months,0.1903,778.72,0.1572,RENT,credit card,Verified,Fully Paid,60.0,0.1903,0
 36 months,0.1065,456.03,0.2195,RENT,credit card,Not Verified,Fully Paid,36.0,0.1065,0
 60 months,0.1727,399.97,0.1198,MORTGAGE,credit card,Verified,Fully Paid,60.0,0.1727,0
 36 months,0.089,635.07,0.1499,RENT,credit card,Verified,Fully Paid,36.0,0.089,0
 36 months,0.1527,521.97,0.1383,RENT,credit card,Verified,Charged Off,36.0,0.1527,1
 36 months,0.089,444.55,0.2786,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.089,0
 36 months,0.089,304.84,0.1702,RENT,credit card,Not Verified,Fully Paid,36.0,0.089,0
 36 months,0.0751,155.56,0.1872,OWN,credit card,Not Verified,Fully Paid,36.0,0.0751,0
 60 months,0.1677,202.78,0.0506,RENT,credit card,Source Verified,Charged Off,60.0,0.1677,1
 36 months,0.1242,568.06,0.1665,OWN,credit card,Not Verified,Fully Paid,36.0,0.1242,0
 60 months,0.1727,329.98,0.2436,RENT,credit card,Verified,Fully Paid,60.0,0.1727,0
 36 months,0.1677,355.39,0.1709,RENT,credit card,Source Verified,Fully Paid,36.0,0.1677,0
 60 months,0.1596,364.46,0.2014,RENT,credit card,Source Verified,Charged Off,60.0,0.1596,1
 36 months,0.079,225.29,0.1434,RENT,credit card,Source Verified,Fully Paid,36.0,0.079,0
 60 months,0.1903,593.77,0.1408,MORTGAGE,credit card,Verified,Charged Off,60.0,0.1903,1
 60 months,0.1465,495.74,0.2011,MORTGAGE,credit card,Verified,Current,60.0,0.1465,0
 36 months,0.1269,239.85,0.246,RENT,credit card,Source Verified,Fully Paid,36.0,0.1269,0
 60 months,0.1942,340.24,0.1909,RENT,credit card,Not Verified,Charged Off,60.0,0.1942,1
 36 months,0.089,222.28,0.0797,RENT,credit card,Source Verified,Fully Paid,36.0,0.089,0
 36 months,0.1465,358.74,0.1131,RENT,credit card,Source Verified,Fully Paid,36.0,0.1465,0
 36 months,0.1269,402.54,0.1838,RENT,credit card,Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1629,564.81,0.1584,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.1629,0
 36 months,0.1065,146.58,0.1167,RENT,credit card,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1349,76.35,0.1875,RENT,credit card,Source Verified,Fully Paid,36.0,0.1349,0
 36 months,0.079,219.04,0.0934,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.079,0
 36 months,0.1677,469.11,0.1279,RENT,credit card,Source Verified,Fully Paid,36.0,0.1677,0
 36 months,0.1171,165.38,0.1378,RENT,credit card,Source Verified,Fully Paid,36.0,0.1171,0
 36 months,0.079,563.23,0.2005,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.1065,325.74,0.0878,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.089,177.82,0.1319,RENT,credit card,Not Verified,Fully Paid,36.0,0.089,0
 36 months,0.1269,805.08,0.139,RENT,credit card,Source Verified,Charged Off,36.0,0.1269,1
 36 months,0.079,500.65,0.0869,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.079,0
 36 months,0.0991,322.25,0.1751,RENT,credit card,Source Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1465,331.15,0.052,RENT,credit card,Source Verified,Fully Paid,36.0,0.1465,0
 36 months,0.1242,167.08,0.0421,RENT,credit card,Not Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1629,423.61,0.14,RENT,credit card,Verified,Fully Paid,36.0,0.1629,0
 36 months,0.0991,322.25,0.091,RENT,credit card,Source Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1065,325.74,0.093,RENT,credit card,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1942,635.99,0.0408,RENT,credit card,Verified,Fully Paid,36.0,0.1942,0
 36 months,0.1171,661.52,0.2389,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1171,351.44,0.232,RENT,credit card,Source Verified,Charged Off,36.0,0.1171,1
 36 months,0.1465,289.76,0.1584,RENT,credit card,Source Verified,Fully Paid,36.0,0.1465,0
 60 months,0.1465,660.99,0.1181,RENT,credit card,Verified,Current,60.0,0.1465,0
 60 months,0.1677,272.02,0.0462,MORTGAGE,credit card,Source Verified,Fully Paid,60.0,0.1677,0
 36 months,0.1427,514.64,0.1258,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1427,0
 36 months,0.1269,443.64,0.2348,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1349,399.54,0.1311,RENT,credit card,Not Verified,Fully Paid,36.0,0.1349,0
 60 months,0.1727,409.97,0.1251,RENT,credit card,Verified,Charged Off,60.0,0.1727,1
 36 months,0.1242,336.66,0.1863,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.1242,0
 36 months,0.0751,290.89,0.1,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0991,580.05,0.2251,MORTGAGE,credit card,Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1349,814.34,0.2478,RENT,credit card,Verified,Fully Paid,36.0,0.1349,0
 36 months,0.0991,232.02,0.0859,RENT,credit card,Not Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1065,214.99,0.1011,RENT,credit card,Not Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1242,267.33,0.2379,RENT,credit card,Verified,Charged Off,36.0,0.1242,1
 36 months,0.1171,661.52,0.1655,RENT,credit card,Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1629,635.41,0.1567,RENT,credit card,Verified,Fully Paid,36.0,0.1629,0
 36 months,0.1242,133.67,0.096,RENT,credit card,Not Verified,Fully Paid,36.0,0.1242,0
 60 months,0.1864,257.43,0.1275,OWN,credit card,Verified,Charged Off,60.0,0.1864,1
 60 months,0.1942,526.72,0.197,MORTGAGE,credit card,Verified,Fully Paid,60.0,0.1942,0
 36 months,0.1065,175.09,0.1769,MORTGAGE,credit card,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.0991,223.97,0.2051,RENT,credit card,Not Verified,Fully Paid,36.0,0.0991,0
 36 months,0.0991,398.79,0.243,OWN,credit card,Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1427,188.7,0.228,RENT,credit card,Not Verified,Fully Paid,36.0,0.1427,0
 36 months,0.1343,678.08,0.1015,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1343,1
 36 months,0.0838,167.02,0.1437,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0838,0
 36 months,0.087,158.3,0.1555,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.087,0
 36 months,0.0743,155.38,0.0031,OWN,credit card,Not Verified,Fully Paid,36.0,0.0743,0
 36 months,0.0743,155.38,0.0112,OWN,credit card,Not Verified,Fully Paid,36.0,0.0743,0
 36 months,0.1122,164.23,0.1864,OWN,credit card,Not Verified,Fully Paid,36.0,0.1122,0
 36 months,0.1249,401.37,0.15,OWN,credit card,Not Verified,Fully Paid,36.0,0.1249,0
 36 months,0.1122,164.23,0.0121,OWN,credit card,Not Verified,Fully Paid,36.0,0.1122,0
 36 months,0.0901,159.03,0.0996,RENT,credit card,Not Verified,Fully Paid,36.0,0.0901,0
 36 months,0.1028,275.38,0.064,RENT,credit card,Not Verified,Fully Paid,36.0,0.1028,0
 36 months,0.1154,39.6,0.0204,RENT,credit card,Not Verified,Fully Paid,36.0,0.1154,0
 36 months,0.0743,155.38,0.0456,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0743,0
 36 months,0.0807,109.79,0.0852,RENT,credit card,Not Verified,Fully Paid,36.0,0.0807,0
 36 months,0.1071,815.04,0.1186,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1071,1
 36 months,0.092,306.18,0.1312,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.092,1
 36 months,0.1217,266.37,0.102,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1217,1
 36 months,0.164,636.39,0.2403,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.164,1
 36 months,0.0964,288.89,0.1036,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0964,1
 36 months,0.133,101.52,0.2479,RENT,credit card,Not Verified,Charged Off,36.0,0.133,1
 36 months,0.1236,767.89,0.1607,RENT,credit card,Not Verified,Charged Off,36.0,0.1236,1
 36 months,0.0603,152.18,0.2313,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0603,1
 36 months,0.0751,126.0,0.1909,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0751,1
 36 months,0.0788,250.25,0.1706,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0788,1
 36 months,0.0932,383.37,0.0234,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0932,1
 36 months,0.0603,380.45,0.089,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0603,1
 36 months,0.0963,288.85,0.1841,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0963,1
 36 months,0.0542,361.92,0.1413,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0542,1
 36 months,0.0788,218.97,0.1691,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0788,1
 36 months,0.079,219.04,0.1437,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.079,1
 36 months,0.0788,406.65,0.2236,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0788,1
 36 months,0.1099,274.97,0.208,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1099,1
 36 months,0.1059,220.5,0.2134,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1059,1
 36 months,0.1149,247.29,0.1878,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1149,1
 36 months,0.1221,258.2,0.1778,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1221,1
 36 months,0.0988,483.16,0.1802,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0988,1
 36 months,0.0999,62.92,0.131,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0999,1
 36 months,0.0999,677.52,0.0914,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0999,1
 36 months,0.1114,352.64,0.1191,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1114,1
 36 months,0.1065,156.36,0.1273,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1065,1
 36 months,0.1221,199.89,0.2311,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1221,1
 36 months,0.0976,192.93,0.1237,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0976,1
 36 months,0.1149,158.27,0.2164,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1149,1
 36 months,0.1242,233.91,0.1284,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1242,1
 36 months,0.1253,259.37,0.0327,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1253,1
 36 months,0.1025,582.93,0.0685,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1025,1
 36 months,0.1287,269.07,0.0619,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1287,1
 36 months,0.1287,484.32,0.0542,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1287,1
 36 months,0.1103,147.39,0.1103,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1103,1
 36 months,0.1166,101.64,0.2053,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1166,1
 36 months,0.1427,411.71,0.1977,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1427,1
 36 months,0.1372,306.38,0.1358,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1372,1
 36 months,0.1103,294.78,0.1272,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1103,1
 36 months,0.1348,237.47,0.1994,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1348,1
 36 months,0.1223,166.63,0.049,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1223,1
 36 months,0.1299,235.83,0.1632,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1299,1
 36 months,0.1299,67.38,0.1919,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1299,1
 36 months,0.1496,519.68,0.2157,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1496,1
 36 months,0.1599,217.95,0.0698,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1599,1
 36 months,0.1355,254.7,0.2151,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1355,1
 36 months,0.1649,283.2,0.2482,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1649,1
 36 months,0.1633,264.91,0.108,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1633,1
 36 months,0.1809,904.88,0.1975,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1809,1
 36 months,0.1347,271.39,0.1259,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1347,1
 36 months,0.1496,519.7,0.0852,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1496,1
 36 months,0.1538,243.97,0.0924,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1538,1
 36 months,0.1189,258.68,0.0963,OTHER,credit card,Not Verified,Charged Off,36.0,0.1189,1
 36 months,0.0662,245.63,0.1233,OWN,credit card,Not Verified,Charged Off,36.0,0.0662,1
 36 months,0.0894,559.18,0.1234,OWN,credit card,Not Verified,Charged Off,36.0,0.0894,1
 36 months,0.1253,267.74,0.1037,OWN,credit card,Not Verified,Charged Off,36.0,0.1253,1
 36 months,0.1148,395.63,0.2461,OWN,credit card,Not Verified,Charged Off,36.0,0.1148,1
 36 months,0.1349,122.15,0.2127,OWN,credit card,Not Verified,Charged Off,36.0,0.1349,1
 36 months,0.0662,110.54,0.0935,RENT,credit card,Not Verified,Charged Off,36.0,0.0662,1
 36 months,0.0907,95.5,0.0303,RENT,credit card,Not Verified,Charged Off,36.0,0.0907,1
 36 months,0.089,381.04,0.197,RENT,credit card,Not Verified,Charged Off,36.0,0.089,1
 36 months,0.079,219.04,0.1548,RENT,credit card,Not Verified,Charged Off,36.0,0.079,1
 36 months,0.0599,273.76,0.1168,RENT,credit card,Not Verified,Charged Off,36.0,0.0599,1
 36 months,0.0691,662.98,0.2182,RENT,credit card,Not Verified,Charged Off,36.0,0.0691,1
 36 months,0.0932,95.85,0.066,RENT,credit card,Not Verified,Charged Off,36.0,0.0932,1
 36 months,0.0579,212.29,0.1444,RENT,credit card,Not Verified,Charged Off,36.0,0.0579,1
 36 months,0.0749,286.14,0.2152,RENT,credit card,Not Verified,Charged Off,36.0,0.0749,1
 36 months,0.0849,142.04,0.0254,RENT,credit card,Not Verified,Charged Off,36.0,0.0849,1
 36 months,0.0751,186.67,0.2006,RENT,credit card,Not Verified,Charged Off,36.0,0.0751,1
 36 months,0.0654,208.54,0.1604,RENT,credit card,Not Verified,Charged Off,36.0,0.0654,1
 36 months,0.0542,130.45,0.2045,RENT,credit card,Not Verified,Charged Off,36.0,0.0542,1
 36 months,0.0662,92.12,0.0367,RENT,credit card,Not Verified,Charged Off,36.0,0.0662,1
 36 months,0.1269,335.45,0.1653,RENT,credit card,Not Verified,Charged Off,36.0,0.1269,1
 36 months,0.1136,526.58,0.0883,RENT,credit card,Not Verified,Charged Off,36.0,0.1136,1
 36 months,0.1171,449.01,0.0768,RENT,credit card,Not Verified,Charged Off,36.0,0.1171,1
 36 months,0.1149,98.92,0.1588,RENT,credit card,Not Verified,Charged Off,36.0,0.1149,1
 36 months,0.1099,491.03,0.2056,RENT,credit card,Not Verified,Charged Off,36.0,0.1099,1
 36 months,0.1146,197.75,0.1373,RENT,credit card,Not Verified,Charged Off,36.0,0.1146,1
 36 months,0.1008,129.22,0.0808,RENT,credit card,Not Verified,Charged Off,36.0,0.1008,1
 36 months,0.1171,99.23,0.0975,RENT,credit card,Not Verified,Charged Off,36.0,0.1171,1
 36 months,0.0999,483.94,0.1809,RENT,credit card,Not Verified,Charged Off,36.0,0.0999,1
 36 months,0.1171,132.31,0.1237,RENT,credit card,Not Verified,Charged Off,36.0,0.1171,1
 36 months,0.1111,180.35,0.1652,RENT,credit card,Not Verified,Charged Off,36.0,0.1111,1
 36 months,0.1189,99.5,0.2063,RENT,credit card,Not Verified,Charged Off,36.0,0.1189,1
 36 months,0.1199,199.26,0.1473,RENT,credit card,Not Verified,Charged Off,36.0,0.1199,1
 36 months,0.1221,133.26,0.2498,RENT,credit card,Not Verified,Charged Off,36.0,0.1221,1
 36 months,0.1062,488.4,0.0771,RENT,credit card,Not Verified,Charged Off,36.0,0.1062,1
 36 months,0.1269,222.24,0.2155,RENT,credit card,Not Verified,Charged Off,36.0,0.1269,1
 36 months,0.1242,543.0,0.1594,RENT,credit card,Not Verified,Charged Off,36.0,0.1242,1
 36 months,0.1171,198.46,0.1969,RENT,credit card,Not Verified,Charged Off,36.0,0.1171,1
 36 months,0.1037,194.65,0.238,RENT,credit card,Not Verified,Charged Off,36.0,0.1037,1
 36 months,0.1111,262.33,0.1479,RENT,credit card,Not Verified,Charged Off,36.0,0.1111,1
 36 months,0.1242,427.72,0.2258,RENT,credit card,Not Verified,Charged Off,36.0,0.1242,1
 36 months,0.0963,160.47,0.0339,RENT,credit card,Not Verified,Charged Off,36.0,0.0963,1
 36 months,0.1083,78.38,0.1575,RENT,credit card,Not Verified,Charged Off,36.0,0.1083,1
 36 months,0.1114,147.62,0.1298,RENT,credit card,Not Verified,Charged Off,36.0,0.1114,1
 36 months,0.1322,302.52,0.2212,RENT,credit card,Not Verified,Charged Off,36.0,0.1322,1
 36 months,0.1348,271.4,0.1307,RENT,credit card,Not Verified,Charged Off,36.0,0.1348,1
 36 months,0.1166,240.46,0.1691,RENT,credit card,Not Verified,Charged Off,36.0,0.1166,1
 36 months,0.1287,645.76,0.1093,RENT,credit card,Not Verified,Charged Off,36.0,0.1287,1
 36 months,0.1128,73.14,0.1245,RENT,credit card,Not Verified,Charged Off,36.0,0.1128,1
 36 months,0.1527,151.37,0.1224,RENT,credit card,Not Verified,Charged Off,36.0,0.1527,1
 36 months,0.1399,123.03,0.161,RENT,credit card,Not Verified,Charged Off,36.0,0.1399,1
 36 months,0.1379,238.53,0.1835,RENT,credit card,Not Verified,Charged Off,36.0,0.1379,1
 36 months,0.1311,404.94,0.2468,RENT,credit card,Not Verified,Charged Off,36.0,0.1311,1
 36 months,0.1426,483.72,0.2091,RENT,credit card,Not Verified,Charged Off,36.0,0.1426,1
 36 months,0.1261,268.06,0.1754,RENT,credit card,Not Verified,Charged Off,36.0,0.1261,1
 36 months,0.1261,134.03,0.145,RENT,credit card,Not Verified,Charged Off,36.0,0.1261,1
 36 months,0.1284,403.42,0.1121,RENT,credit card,Not Verified,Charged Off,36.0,0.1284,1
 36 months,0.1349,339.31,0.1718,RENT,credit card,Not Verified,Charged Off,36.0,0.1349,1
 36 months,0.1197,109.56,0.174,RENT,credit card,Not Verified,Charged Off,36.0,0.1197,1
 36 months,0.1479,518.44,0.1196,RENT,credit card,Not Verified,Charged Off,36.0,0.1479,1
 36 months,0.1596,351.38,0.0939,RENT,credit card,Not Verified,Charged Off,36.0,0.1596,1
 36 months,0.1392,682.74,0.1499,RENT,credit card,Not Verified,Charged Off,36.0,0.1392,1
 36 months,0.1357,509.53,0.0081,RENT,credit card,Not Verified,Charged Off,36.0,0.1357,1
 36 months,0.1261,837.67,0.2404,RENT,credit card,Not Verified,Charged Off,36.0,0.1261,1
 36 months,0.1459,344.65,0.2148,RENT,credit card,Not Verified,Charged Off,36.0,0.1459,1
 36 months,0.1505,312.23,0.238,RENT,credit card,Not Verified,Charged Off,36.0,0.1505,1
 36 months,0.1454,172.21,0.0215,RENT,credit card,Not Verified,Charged Off,36.0,0.1454,1
 36 months,0.1474,86.35,0.0693,RENT,credit card,Not Verified,Charged Off,36.0,0.1474,1
 36 months,0.1446,137.61,0.1341,RENT,credit card,Not Verified,Charged Off,36.0,0.1446,1
 36 months,0.157,691.47,0.0367,RENT,credit card,Not Verified,Charged Off,36.0,0.157,1
 36 months,0.16,562.52,0.206,RENT,credit card,Not Verified,Charged Off,36.0,0.16,1
 36 months,0.1929,281.55,0.1228,RENT,credit card,Not Verified,Charged Off,36.0,0.1929,1
 36 months,0.1669,35.5,0.1567,RENT,credit card,Not Verified,Charged Off,36.0,0.1669,1
 36 months,0.1241,160.38,0.1381,RENT,credit card,Not Verified,Charged Off,36.0,0.1241,1
 36 months,0.0749,68.43,0.1098,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0749,1
 36 months,0.0691,214.31,0.0391,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.0691,1
 36 months,0.1136,493.67,0.1957,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1136,1
 36 months,0.1065,195.44,0.1233,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1065,1
 36 months,0.1065,119.71,0.1672,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1065,1
 36 months,0.1158,264.11,0.0689,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1158,1
 36 months,0.1149,395.66,0.1581,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1149,1
 36 months,0.1166,122.3,0.1958,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1166,1
 36 months,0.1348,678.52,0.1289,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1348,1
 36 months,0.1241,167.06,0.2388,MORTGAGE,credit card,Not Verified,Charged Off,36.0,0.1241,1
 36 months,0.1287,260.66,0.2242,RENT,credit card,Not Verified,Charged Off,36.0,0.1287,1
 36 months,0.1134,296.1,0.1168,RENT,credit card,Not Verified,Charged Off,36.0,0.1134,1
 36 months,0.0832,201.5,0.1399,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0832,0
 36 months,0.0832,160.57,0.0708,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0832,0
 36 months,0.0775,305.97,0.092,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0775,0
 36 months,0.0775,327.83,0.1286,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0775,0
 36 months,0.08,310.24,0.0319,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.08,0
 36 months,0.0832,251.88,0.0863,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0832,0
 36 months,0.0838,362.39,0.0816,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0838,0
 36 months,0.0768,199.61,0.0083,MORTGAGE,credit card,Not Verified,Fully Paid,36.0,0.0768,0
